slurm-15878126_1162.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/interKP-100-100-8-1.aux,PADM,adapt,2,100,0.139809,Feasible,Proved,700,1,3,700,-1400,700
slurm-15878126_1164.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/interKP-100-100-8-2.aux,PADM,adapt,2,100,3.76778,Feasible,Proved,1250,1,3,1250,-2500,1250
slurm-15878126_1166.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/interKP-100-100-8-3.aux,PADM,adapt,2,100,3.44997,Feasible,Proved,1772,1,3,1772,-3544,1772
slurm-15878126_1168.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/interKP-100-100-8-4.aux,PADM,adapt,2,100,3.53477,Feasible,Proved,2282,1,3,2282,-4564,2282
slurm-15878126_116.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-general/fast0507_0_100.aux,PADM,adapt,2,100,2099.85,Feasible,Proved,61042,1,4,60984,-121989,60963
slurm-15878126_1170.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/interKP-100-100-8-5.aux,PADM,adapt,2,100,0.111642,Feasible,Proved,2774,1,3,2774,-5548,2774
slurm-15878126_1172.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/interKP-100-100-8-6.aux,PADM,adapt,2,100,0.109073,Feasible,Proved,3264,1,3,3264,-6528,3264
slurm-15878126_1174.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/interKP-100-100-8-7.aux,PADM,adapt,2,100,0.089996,Feasible,Proved,3746,1,3,3746,-7492,3746
slurm-15878126_1176.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/interKP-100-100-8-8.aux,PADM,adapt,2,100,0.086016,Feasible,Proved,4226,1,3,4226,-8452,4226
slurm-15878126_1178.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/interKP-100-100-8-9.aux,PADM,adapt,2,100,0.086783,Feasible,Proved,4698,1,3,4698,-9396,4698
slurm-15878126_1180.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/interKP-100-100-9-10.aux,PADM,adapt,2,100,0.083837,Feasible,Proved,5098,1,3,5098,-10196,5098
slurm-15878126_1182.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/interKP-100-100-9-1.aux,PADM,adapt,2,100,0.057643,Feasible,Proved,858,1,3,858,-1716,858
slurm-15878126_1184.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/interKP-100-100-9-2.aux,PADM,adapt,2,100,0.061844,Feasible,Proved,1636,1,3,1636,-3272,1636
slurm-15878126_1186.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/interKP-100-100-9-3.aux,PADM,adapt,2,100,0.062024,Feasible,Proved,2347,1,3,2347,-4694,2347
slurm-15878126_1188.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/interKP-100-100-9-4.aux,PADM,adapt,2,100,0.069101,Feasible,Proved,2978,1,3,2978,-5956,2978
