instance,method,time,best_obj
tree-80_2-2-2_012,MibS-First,0.0,75.0
sp150x300d_50_50,MibS-First,3600,1e+20
n5-3_100_0,MibS-First,3600,1e+20
OR30x100-0.25_10.dat-100,MibS-First,2.0,24908.0
OR30x500-0.25_10.dat-50,MibS-First,3600,1e+20
OR30x100-0.25_6.dat-100,MibS-First,2.0,25955.0
pb2.dat-50,MibS-First,1.0,2889.0
OR5x100-0.25_7.dat-50,MibS-First,5.0,23709.0
interKP-500-100-8-2,MibS-First,15.0,6044.0
neos-860300_50_50,MibS-First,3600,1e+20
interKP-500-100-8-3,MibS-First,18.0,8562.0
OR30x100-0.50_2.dat-0,MibS-First,3600,1e+20
OR10x100-0.25_4.dat-50,MibS-First,116.0,22771.0
interKP-300-100-5-5,MibS-First,18.0,7937.0
OR5x500-0.25_10.dat-0,MibS-First,3600,1e+20
linderoth,MibS-First,0.0,0.0
interKP-300-100-5-4,MibS-First,10.0,6510.0
interKP-100-100-5-1,MibS-First,0.0,681.0
tree-50_1-5-5_010,MibS-First,0.0,48.0
OR30x250-0.50_4.dat-0,MibS-First,3600,1e+20
interKP-500-100-5-8,MibS-First,62.0,14081.0
lectsched-4-obj_100_0,MibS-First,3600,1e+20
bmilplib_160_10,MibS-First,0.0,-99.6667
interKP-500-100-5-9,MibS-First,87.0,10390.0
OR5x100-0.50_5.dat-100,MibS-First,5.0,29204.0
m100n500k4r1_50_50,MibS-First,3600,1e+20
weish29.dat-100,MibS-First,1.0,9497.0
interKP-100-100-9-2,MibS-First,0.0,1636.0
tree-80_3-3-3_009,MibS-First,0.0,75.0
interKP-300-100-9-7,MibS-First,0.0,12982.0
weish17.dat-100,MibS-First,0.0,5298.0
interKP-300-100-9-6,MibS-First,0.0,11884.0
interKP-100-100-9-3,MibS-First,0.0,2347.0
BCPIns_8_7_2.txt_trad.txt_K5,MibS-First,0.0,4.0
OR30x500-0.50_4.dat-0,MibS-First,3600,1e+20
xuLarge500-10,MibS-First,4.0,-115.811
interdiction40-4,MibS-First,0.0,1139.0
interKP-100-100-4-8,MibS-First,0.0,3526.0
interdiction40-5,MibS-First,1.0,841.0
OR30x250-0.75_6.dat-50,MibS-First,3600,1e+20
weish09.dat-50,MibS-First,0.0,5185.0
neos-662469_0_100,MibS-First,3600,1e+20
interKP-100-100-4-9,MibS-First,0.0,3923.0
neos8_100_0,MibS-First,3600,1e+20
plusBCPIns_10_9_10,MibS-First,0.0,6.0
bmilplib_60_8,MibS-First,0.0,-70.7502
K5020W20.KNP,MibS-First,0.0,3097.0
gmu-35-50_0_100,MibS-First,3600,1e+20
pet5.dat-50,MibS-First,1.0,7350.0
bmilplib_60_9,MibS-First,0.0,15.2223
neos-4763324-toguru_0_100,MibS-First,3600,1e+20
bmilplib_110_10,MibS-First,0.0,-79.1667
interKP-500-100-4-1,MibS-First,0.0,2520.0
bmilplib_360_4,MibS-First,2.0,-13.4432
interKP-200-100-6-5,MibS-First,0.0,4638.0
BCPIns_12_9_9.txt_trad.txt_K15,MibS-First,0.0,7.0
plusBCPIns_15_7_10,MibS-First,0.0,7.0
neos-1396125_50_50,MibS-First,3600,1e+20
K5010W12.KNP,MibS-First,0.0,2465.0
interKP-200-100-6-4,MibS-First,0.0,3710.0
OR5x250-0.50_4.dat-50,MibS-First,73.0,82990.0
bmilplib_360_5,MibS-First,0.0,-109.9
plusBCPIns_10_7_8,MibS-First,0.0,4.0
interKP-400-100-6-8,MibS-First,46.0,7622.0
OR5x250-0.25_3.dat-100,MibS-First,10.0,59396.0
T1-7-3,MibS-First,0.0,-172.0
interKP-400-100-6-9,MibS-First,49.0,4358.0
plusBCPIns_10_7_9,MibS-First,0.0,5.0
T1-7-2,MibS-First,6.0,-139.0
fiball_0_100,MibS-First,3600,1e+20
OR10x250-0.50_7.dat-50,MibS-First,3600,1e+20
bmilplib_460_4,MibS-First,2.0,-41.2023
K5010W15.KNP,MibS-First,0.0,2612.0
bmilplib_460_5,MibS-First,2.0,-26.0739
interKP-400-100-7-1,MibS-First,0.0,1932.0
p0033-0.900000,MibS-First,0.0,4724.0
OR30x500-0.25_7.dat-50,MibS-First,3600,1e+20
OR30x100-0.25_10.dat-0,MibS-First,1187.0,21048.0
pet2.dat-100,MibS-First,0.0,98500.0
interKP-200-100-9-10,MibS-First,3600,1e+20
air04_0_100,MibS-First,3600,1e+20
BCPIns_12_7_1.txt_trad.txt_K12,MibS-First,0.0,5.0
OR5x500-0.25_9.dat-100,MibS-First,29.0,124649.0
OR10x250-0.25_6.dat-100,MibS-First,7.0,62410.0
normalClique40-70-2,MibS-First,0.0,10.0
seymour_50_50,MibS-First,3600,1e+20
weish06.dat-50,MibS-First,0.0,5364.0
OR30x250-0.75_9.dat-50,MibS-First,3600,1e+20
OR30x500-0.25_4.dat-100,MibS-First,37.0,123519.0
beasleyC3_0_100,MibS-First,3600,1e+20
normalClique40-70-3,MibS-First,0.0,12.0
BCPIns_10_9_4.txt_trad.txt_K10,MibS-First,0.0,5.0
comp07-2idx_0_100,MibS-First,3600,1e+20
interKP-400-100-5-10,MibS-First,50.0,3765.0
rndgraph-25_2-2-2_007,MibS-First,0.0,21.0
bab2_0_100,MibS-First,3600,1e+20
plusBCPIns_12_9_8,MibS-First,0.0,9.0
OR10x500-0.75_8.dat-100,MibS-First,100.0,100882.0
OR5x250-0.75_7.dat-100,MibS-First,22.0,54011.0
OR10x250-0.25_3.dat-50,MibS-First,2644.0,58322.0
plusBCPIns_8_7_10,MibS-First,0.0,4.0
K5020W16.KNP,MibS-First,0.0,7226.0
plusBCPIns_12_9_9,MibS-First,0.0,7.0
OR10x250-0.50_8.dat-100,MibS-First,20.0,73403.0
OR5x500-0.50_7.dat-100,MibS-First,83.0,156375.0
weish03.dat-100,MibS-First,0.0,3659.0
2AP05-6,MibS-First,0.0,-24.0
hp1.dat-100,MibS-First,0.0,2433.0
OR10x250-0.75_2.dat-100,MibS-First,19.0,54238.0
2AP05-7,MibS-First,0.0,-23.0
OR30x500-0.50_3.dat-50,MibS-First,3600,1e+20
neos5_0_100,MibS-First,64.0,41.0
OR10x500-0.50_2.dat-100,MibS-First,76.0,152805.0
interKP-100-100-9-10,MibS-First,3600,1e+20
weish21.dat-0,MibS-First,0.0,8617.0
general30-20-10-20-20-10,MibS-First,0.0,399708.0
plusBCPIns_15_9_8,MibS-First,0.0,9.0
interKP-200-100-1-3,MibS-First,4.0,3811.0
harp2-0.900000,MibS-First,3600,1e+20
OR30x100-0.75_1.dat-50,MibS-First,117.0,22030.0
interKP-200-100-1-2,MibS-First,3.0,3195.0
plusBCPIns_15_9_9,MibS-First,0.0,10.0
K5020W11.KNP,MibS-First,0.0,4194.0
plusBCPIns_8_9_4,MibS-First,0.0,6.0
rndgraph-80_2-2-2_006,MibS-First,0.0,9.0
neos-1456979_0_100,MibS-First,3600,1e+20
plusBCPIns_8_9_5,MibS-First,0.0,5.0
sp98ic_50_50,MibS-First,3600,1e+20
OR5x100-0.25_8.dat-50,MibS-First,1.0,25593.0
supportcase42_0_100,MibS-First,3600,1e+20
general30-20-10-20-20-5,MibS-First,0.0,100096.0
pigeon-10_0_100,MibS-First,3600,1e+20
OR5x100-0.50_3.dat-50,MibS-First,9.0,31816.0
OR30x100-0.25_3.dat-0,MibS-First,3600,1e+20
neos-4722843-widden_0_100,MibS-First,3600,1e+20
general30-20-10-20-20-4,MibS-First,0.0,199896.0
iis-pima-cov_50_50,MibS-First,3600,1e+20
interKP-500-100-3-6,MibS-First,54.0,15763.0
OR30x250-0.25_5.dat-0,MibS-First,3600,1e+20
OR10x500-0.75_2.dat-50,MibS-First,3600,1e+20
interKP-500-100-3-7,MibS-First,70.0,15650.0
OR5x500-0.75_1.dat-50,MibS-First,257.0,108979.0
OR30x100-0.75_4.dat-0,MibS-First,408.0,21389.0
OR30x100-0.75_2.dat-100,MibS-First,3.0,23718.0
OR30x500-0.25_8.dat-50,MibS-First,3600,1e+20
xuLarge500-8,MibS-First,3.0,-33.6788
neos-476283_100_0,MibS-First,3600,1e+20
K5050W01.KNP,MibS-First,0.0,19838.0
xuLarge500-9,MibS-First,0.0,-99.125
OR30x250-0.75_2.dat-0,MibS-First,3600,1e+20
pb5.dat-100,MibS-First,0.0,1973.0
mushroom-best_100_0,MibS-First,3600,1e+20
OR30x100-0.50_8.dat-100,MibS-First,5.0,30154.0
pg5_34_100_0,MibS-First,3600,1e+20
interKP-100-100-2-6,MibS-First,0.0,3039.0
interKP-300-100-2-3,MibS-First,12.0,4597.0
cod105_100_0,MibS-First,3600,1e+20
neos-3024952-loue_100_0,MibS-First,3600,1e+20
interKP-300-100-2-2,MibS-First,0.0,3275.0
interKP-100-100-2-7,MibS-First,0.0,3489.0
supportcase40_100_0,MibS-First,3600,1e+20
OR10x250-0.50_8.dat-50,MibS-First,1344.0,106625.0
miblp_20_15_50_0110_10_5,MibS-First,0.0,-281.0
OR30x500-0.75_2.dat-0,MibS-First,3600,1e+20
satellites2-40_100_0,MibS-First,3600,1e+20
neos-787933_0_100,MibS-First,3600,1e+20
miblp_20_15_50_0110_10_4,MibS-First,0.0,-722.0
general30-20-20-20-20-2,MibS-First,0.0,299819.0
general30-20-20-20-20-3,MibS-First,0.0,200109.0
sento2.dat-100,MibS-First,0.0,6578.0
BCPIns_8_9_7.txt_trad.txt_K7,MibS-First,0.0,4.0
K5050W06.KNP,MibS-First,1.0,10622.0
mik-250-1-100-1_100_0,MibS-First,3600,1e+20
rndgraph-50_3-5-5_010,MibS-First,0.0,11.0
OR30x500-0.25_5.dat-0,MibS-First,3600,1e+20
OR10x500-0.25_7.dat-100,MibS-First,30.0,117580.0
general20-20-20-20-20-1,MibS-First,0.0,399943.0
irish-electricity_100_0,MibS-First,3600,1e+20
tanglegram1_0_100,MibS-First,3600,1e+20
OR5x250-0.25_8.dat-100,MibS-First,8.0,61177.0
glass-sc_0_100,MibS-First,3600,1e+20
neos-5188808-nattai_0_100,MibS-First,3600,1e+20
K5020W04.KNP,MibS-First,0.0,4325.0
xuLarge800-4,MibS-First,12.0,-83.7391
interKP-200-100-7-7,MibS-First,3.0,6554.0
miblp_20_20_50_0110_10_10,MibS-First,18.0,190.0
interKP-200-100-7-6,MibS-First,0.0,5618.0
nw04-0.900000,MibS-First,3600,1e+20
xuLarge800-5,MibS-First,18.0,20.0853
OR30x500-0.50_3.dat-0,MibS-First,3600,1e+20
T1-6-1,MibS-First,0.0,-137.0
OR5x500-0.25_8.dat-50,MibS-First,140.0,126893.0
normalClique50-90-6,MibS-First,0.0,21.0
bmilplib_110_5,MibS-First,0.0,-162.667
OR30x250-0.50_3.dat-0,MibS-First,3600,1e+20
n3seq24_50_50,MibS-First,3079.0,70574200.0
bmilplib_110_4,MibS-First,0.0,-137.105
OR30x250-0.75_1.dat-100,MibS-First,19.0,57397.0
normalClique50-90-7,MibS-First,0.0,21.0
OR30x500-0.50_10.dat-100,MibS-First,80.0,146435.0
OR30x500-0.75_1.dat-50,MibS-First,3600,1e+20
OR30x100-0.50_5.dat-0,MibS-First,3600,1e+20
ns1830653_50_50,MibS-First,3600,1e+20
interdiction55-10,MibS-First,0.0,794.0
OR30x500-0.50_1.dat-100,MibS-First,73.0,148902.0
K5020W03.KNP,MibS-First,0.0,5266.0
general20-20-10-20-20-7,MibS-First,0.0,199679.0
general20-20-10-20-20-6,MibS-First,0.0,200033.0
miblp_20_20_50_0110_5_1,MibS-First,0.0,-548.0
OR5x500-0.25_2.dat-100,MibS-First,24.0,125498.0
plusBCPIns_10_7_2,MibS-First,0.0,5.0
interKP-400-100-6-2,MibS-First,0.0,3832.0
interKP-500-100-5-10,MibS-First,106.0,5971.0
OR30x100-0.50_3.dat-50,MibS-First,2163.0,36219.0
interKP-400-100-6-3,MibS-First,0.0,5748.0
plusBCPIns_10_7_3,MibS-First,0.0,5.0
K5050W13.KNP,MibS-First,0.0,12683.0
interKP-100-100-4-2,MibS-First,0.0,914.0
BCPIns_15_9_8.txt_trad.txt_K24,MibS-First,0.0,8.0
interKP-300-100-4-7,MibS-First,0.0,10619.0
enigma-0.900000,MibS-First,1.0,0.0
interKP-300-100-4-6,MibS-First,0.0,9142.0
OR30x100-0.25_8.dat-50,MibS-First,886.0,21345.0
interKP-100-100-4-3,MibS-First,0.0,1361.0
interdiction35-1,MibS-First,0.0,380.0
bmilplib_60_2,MibS-First,0.0,-120.514
OR5x100-0.75_1.dat-50,MibS-First,4.0,20426.0
nexp-150-20-8-5_50_50,MibS-First,3600,1e+20
bmilplib_60_3,MibS-First,0.0,-251.443
rndgraph-50_1-3-3_004,MibS-First,0.0,6.0
lseu-0.900000,MibS-First,37.0,5838.0
OR10x100-0.75_2.dat-50,MibS-First,45.0,24911.0
interKP-100-100-9-8,MibS-First,0.0,4703.0
gmu-35-40_100_0,MibS-First,3600,1e+20
neos-848589_0_100,MibS-First,3600,1e+20
neos-2746589-doon_50_50,MibS-First,3600,1e+20
weish29.dat-0,MibS-First,0.0,9164.0
interKP-100-100-9-9,MibS-First,0.0,4902.0
xuLarge600-7,MibS-First,2.0,-94.0
OR5x500-0.50_3.dat-50,MibS-First,307.0,167766.0
OR10x100-0.75_1.dat-100,MibS-First,4.0,21364.0
interKP-500-100-9-1,MibS-First,0.0,4239.0
xuLarge600-6,MibS-First,4.0,-9.76641
K5050W14.KNP,MibS-First,0.0,10947.0
BCPIns_8_9_3.txt_trad.txt_K7,MibS-First,0.0,4.0
OR5x100-0.75_4.dat-100,MibS-First,3.0,22671.0
interKP-500-100-5-2,MibS-First,11.0,5861.0
weish22.dat-100,MibS-First,0.0,8460.0
interKP-500-100-5-3,MibS-First,17.0,8237.0
interKP-300-100-8-5,MibS-First,13.0,8256.0
interKP-300-100-8-4,MibS-First,13.0,6748.0
interKP-100-100-8-1,MibS-First,0.0,610.0
OR5x250-0.75_9.dat-50,MibS-First,18.0,140915.0
interKP-500-100-8-8,MibS-First,82.0,12028.0
tree-25_3-3-3_002,MibS-First,0.0,21.0
weish22.dat-50,MibS-First,0.0,8826.0
neos-4954672-berkel_100_0,MibS-First,3600,1e+20
interKP-500-100-8-9,MibS-First,104.0,7446.0
nursesched-sprint02_100_0,MibS-First,3600,1e+20
