mibs_first,/home/utr_lefebvre/counterfactual/code/bobilib/data/interKP-100-100-8-10.aux,7,Feasible,Proved,1590,117.412
mibs_first,/home/utr_lefebvre/counterfactual/code/bobilib/data/xuLarge900-6.aux,4,Feasible,Proved,-85,-138.124
mibs_first,/home/utr_lefebvre/counterfactual/code/bobilib/data/neos-686190_0_100.aux,21,Feasible,Proved,9790,6431.3
mibs_first,/home/utr_lefebvre/counterfactual/code/bobilib/data/xuLarge800-7.aux,6,Feasible,Proved,-52.4637,-113.851
mibs_first,/home/utr_lefebvre/counterfactual/code/bobilib/data/xuLarge600-3.aux,2,Feasible,Proved,-96,-126.069
mibs_first,/home/utr_lefebvre/counterfactual/code/bobilib/data/K5030W07.KNP.aux,1,Feasible,Proved,5908,800.621
mibs_first,/home/utr_lefebvre/counterfactual/code/bobilib/data/general20-20-20-20-20-4.aux,0,Feasible,Proved,-252,-424.203
mibs_first,/home/utr_lefebvre/counterfactual/code/bobilib/data/xuLarge800-2.aux,10,Feasible,Proved,-27.4367,-127.375
mibs_first,/home/utr_lefebvre/counterfactual/code/bobilib/data/xuLarge600-4.aux,4,Feasible,Proved,50.5881,-110.395
mibs_first,/home/utr_lefebvre/counterfactual/code/bobilib/data/general30-20-10-20-20-1.aux,1,Feasible,Proved,199891,99743.3
